"Plot-Titel: SOS 1 West March 2026"
"Anz.","Datum Zeit, GMT+01:00","Wassergehalt, m³/m³ (LGR S/N: 22429151, SEN S/N: 22382326, LBL: Soil moisture 10cm)","Temp., °C (LGR S/N: 22429151_duplicate, SEN S/N: 22332514, LBL: Temperature)","RH, % (LGR S/N: 22429151_duplicate, SEN S/N: 22332514, LBL: Air humidity)","Wassergehalt, m³/m³ (LGR S/N: 22429151_duplicate, SEN S/N: 22382324, LBL: Soil moisture 5cm)","Wassergehalt, m³/m³ (LGR S/N: 22429151_duplicate, SEN S/N: 22382324, LBL: Soil moisture 5cm)","Windrichtung, ø (LGR S/N: 22429151_duplicate, SEN S/N: 22407863, LBL: Wind direction)","Windgeschwindigkeit, m/s (LGR S/N: 22429151_duplicate, SEN S/N: 22427869, LBL: Wind speed)","Böengeschwindigkeit, m/s (LGR S/N: 22429151_duplicate, SEN S/N: 22427869, LBL: Gust speed)"
261,03.16.26 06:06:53 PM,0.0235,27.982,33.294,0.0257,0.0257,238.7,2.52,3.52
262,03.16.26 06:07:53 PM,0.0235,27.896,33.593,0.0257,0.0257,223.2,2.52,4.03
263,03.16.26 06:08:53 PM,0.0235,27.789,33.588,0.0257,0.0257,220.4,2.01,3.02
264,03.16.26 06:09:53 PM,0.0243,27.789,33.812,0.0257,0.0257,220.4,2.52,3.52
265,03.16.26 06:10:53 PM,0.0235,27.703,33.747,0.0257,0.0257,223.2,1.51,2.52
266,03.16.26 06:11:53 PM,0.0243,27.703,34.351,0.0257,0.0257,210.6,2.52,3.52
267,03.16.26 06:12:53 PM,0.0235,27.681,34.051,0.0257,0.0257,224.6,2.01,3.52
268,03.16.26 06:13:53 PM,0.0235,27.639,33.326,0.0257,0.0257,220.4,4.03,5.03
269,03.16.26 06:14:53 PM,0.0243,27.574,33.843,0.0257,0.0257,219.0,2.52,4.53
270,03.16.26 06:15:53 PM,0.0235,27.574,34.087,0.0257,0.0257,210.6,1.01,2.01
271,03.16.26 06:16:53 PM,0.0235,27.531,34.334,0.0257,0.0257,227.4,2.52,4.03
272,03.16.26 06:17:53 PM,0.0235,27.510,34.348,0.0250,0.0250,207.8,2.01,3.02
273,03.16.26 06:18:53 PM,0.0235,27.488,34.191,0.0250,0.0250,199.4,1.51,2.01
274,03.16.26 06:19:53 PM,0.0235,27.488,33.527,0.0250,0.0250,203.6,2.01,3.52
275,03.16.26 06:20:53 PM,0.0235,27.488,33.433,0.0250,0.0250,192.3,2.01,3.52
276,03.16.26 06:21:53 PM,0.0235,27.467,33.495,0.0250,0.0250,205.0,2.01,3.02
277,03.16.26 06:22:53 PM,0.0235,27.467,34.417,0.0250,0.0250,219.0,1.51,3.02
278,03.16.26 06:23:53 PM,0.0235,27.467,34.443,0.0250,0.0250,219.0,1.01,2.01
279,03.16.26 06:24:53 PM,0.0235,27.381,34.823,0.0250,0.0250,212.0,1.01,2.52
280,03.16.26 06:25:53 PM,0.0235,27.381,34.765,0.0250,0.0250,200.8,1.01,1.51
281,03.16.26 06:26:53 PM,0.0235,27.381,34.453,0.0250,0.0250,212.0,1.51,2.52
282,03.16.26 06:27:53 PM,0.0235,27.360,34.012,0.0250,0.0250,202.2,0.50,1.51
283,03.16.26 06:28:53 PM,0.0235,27.338,33.593,0.0250,0.0250,202.2,2.01,3.52
284,03.16.26 06:29:53 PM,0.0235,27.381,33.474,0.0250,0.0250,176.9,1.01,2.01
285,03.16.26 06:30:53 PM,0.0235,27.381,33.902,0.0250,0.0250,181.1,1.51,2.52
286,03.16.26 06:31:53 PM,0.0235,27.360,33.500,0.0250,0.0250,212.0,2.01,2.52
287,03.16.26 06:32:53 PM,0.0235,27.360,33.996,0.0250,0.0250,209.2,1.01,1.51
288,03.16.26 06:33:53 PM,0.0235,27.338,34.333,0.0243,0.0243,185.3,1.51,2.52
289,03.16.26 06:34:53 PM,0.0235,27.317,34.463,0.0243,0.0243,182.5,2.52,4.03
290,03.16.26 06:35:53 PM,0.0235,27.317,34.392,0.0243,0.0243,181.1,1.51,2.52
291,03.16.26 06:36:53 PM,0.0235,27.295,34.444,0.0243,0.0243,199.4,1.51,2.52
292,03.16.26 06:37:53 PM,0.0235,27.274,34.726,0.0243,0.0243,217.6,1.01,2.01
293,03.16.26 06:38:53 PM,0.0235,27.231,34.861,0.0243,0.0243,217.6,1.01,2.01
294,03.16.26 06:39:53 PM,0.0235,27.145,34.960,0.0243,0.0243,216.2,1.51,2.01
295,03.16.26 06:40:53 PM,0.0235,27.124,35.322,0.0243,0.0243,209.2,2.01,3.02
296,03.16.26 06:41:53 PM,0.0235,27.167,35.511,0.0243,0.0243,188.1,3.52,5.03
297,03.16.26 06:42:53 PM,0.0235,27.145,35.364,0.0243,0.0243,186.7,3.02,4.53
298,03.16.26 06:43:53 PM,0.0228,27.124,35.850,0.0243,0.0243,199.4,1.51,3.52
299,03.16.26 06:44:53 PM,0.0228,27.102,35.831,0.0243,0.0243,200.8,0.50,2.01
300,03.16.26 06:45:53 PM,0.0235,27.081,35.872,0.0243,0.0243,214.8,1.51,2.52
301,03.16.26 06:46:53 PM,0.0235,27.059,35.898,0.0243,0.0243,213.4,1.01,1.51
302,03.16.26 06:47:53 PM,0.0228,27.017,36.251,0.0235,0.0235,213.4,0.00,1.01
303,03.16.26 06:48:53 PM,0.0228,27.017,36.333,0.0235,0.0235,213.4,0.00,0.50
304,03.16.26 06:49:53 PM,0.0228,27.017,36.458,0.0235,0.0235,213.4,0.00,1.01
305,03.16.26 06:50:53 PM,0.0228,27.017,36.701,0.0235,0.0235,154.4,2.01,3.02
306,03.16.26 06:51:53 PM,0.0228,27.038,36.690,0.0235,0.0235,160.0,2.01,3.02
307,03.16.26 06:52:53 PM,0.0228,27.017,36.576,0.0235,0.0235,151.6,1.01,1.51
308,03.16.26 06:53:53 PM,0.0228,27.038,36.925,0.0235,0.0235,143.2,1.51,2.52
309,03.16.26 06:54:53 PM,0.0228,27.038,36.957,0.0235,0.0235,148.8,2.01,3.02
310,03.16.26 06:55:53 PM,0.0228,27.038,36.846,0.0235,0.0235,153.0,1.51,2.52
311,03.16.26 06:56:53 PM,0.0228,27.038,36.818,0.0235,0.0235,161.5,1.51,3.02
312,03.16.26 06:57:53 PM,0.0228,26.995,36.928,0.0235,0.0235,161.5,0.00,0.50
313,03.16.26 06:58:53 PM,0.0228,26.952,36.893,0.0235,0.0235,161.5,0.00,0.00
314,03.16.26 06:59:53 PM,0.0228,26.888,37.429,0.0235,0.0235,144.6,1.01,2.01
315,03.16.26 07:00:53 PM,0.0228,26.909,37.470,0.0235,0.0235,103.9,1.01,2.01
316,03.16.26 07:01:53 PM,0.0228,26.888,37.217,0.0235,0.0235,63.2,0.00,1.01
317,03.16.26 07:02:53 PM,0.0228,26.866,37.427,0.0235,0.0235,74.4,0.00,1.51
318,03.16.26 07:03:53 PM,0.0228,26.888,37.441,0.0235,0.0235,146.0,0.50,1.51
319,03.16.26 07:04:53 PM,0.0228,26.866,37.397,0.0235,0.0235,192.3,0.50,1.51
320,03.16.26 07:05:53 PM,0.0228,26.845,37.447,0.0228,0.0228,206.4,1.01,2.52
321,03.16.26 07:06:53 PM,0.0221,26.781,38.097,0.0228,0.0228,209.2,2.01,3.02
322,03.16.26 07:07:53 PM,0.0228,26.802,37.983,0.0228,0.0228,186.7,1.51,2.52
323,03.16.26 07:08:53 PM,0.0228,26.802,37.998,0.0228,0.0228,189.5,2.01,3.02
324,03.16.26 07:09:53 PM,0.0228,26.845,38.111,0.0228,0.0228,182.5,2.01,3.02
325,03.16.26 07:10:53 PM,0.0228,26.824,38.053,0.0228,0.0228,186.7,1.51,2.52
326,03.16.26 07:11:53 PM,0.0228,26.824,37.983,0.0228,0.0228,198.0,1.51,2.52
327,03.16.26 07:12:53 PM,0.0221,26.781,38.053,0.0228,0.0228,207.8,1.01,2.01
328,03.16.26 07:13:53 PM,0.0228,26.781,38.080,0.0228,0.0228,207.8,0.50,1.51
329,03.16.26 07:14:53 PM,0.0228,26.781,38.135,0.0228,0.0228,207.8,0.50,1.51
330,03.16.26 07:15:53 PM,0.0228,26.759,38.148,0.0228,0.0228,207.8,0.00,0.00
331,03.16.26 07:16:53 PM,0.0228,26.716,38.172,0.0228,0.0228,207.8,0.50,1.51
332,03.16.26 07:17:53 PM,0.0228,26.716,38.161,0.0228,0.0228,207.8,0.50,1.01
333,03.16.26 07:18:53 PM,0.0221,26.759,38.163,0.0228,0.0228,231.6,0.50,2.01
334,03.16.26 07:19:53 PM,0.0221,26.802,37.873,0.0228,0.0228,289.2,1.51,3.52
335,03.16.26 07:20:53 PM,0.0221,26.802,37.774,0.0228,0.0228,240.1,1.51,5.03
336,03.16.26 07:21:53 PM,0.0221,26.802,37.704,0.0228,0.0228,240.1,0.50,1.51
337,03.16.26 07:22:53 PM,0.0221,26.824,37.845,0.0228,0.0228,240.1,0.50,1.51
338,03.16.26 07:23:53 PM,0.0221,26.824,37.829,0.0228,0.0228,240.1,0.00,1.51
339,03.16.26 07:24:53 PM,0.0221,26.802,37.800,0.0228,0.0228,240.1,0.50,1.51
340,03.16.26 07:25:53 PM,0.0221,26.802,37.420,0.0228,0.0228,237.3,0.50,1.01
341,03.16.26 07:26:53 PM,0.0221,26.802,37.626,0.0221,0.0221,256.9,1.01,2.01
342,03.16.26 07:27:53 PM,0.0221,26.802,37.374,0.0221,0.0221,290.6,1.51,3.02
343,03.16.26 07:28:53 PM,0.0221,26.802,37.613,0.0221,0.0221,256.9,1.51,2.52
344,03.16.26 07:29:53 PM,0.0221,26.802,37.600,0.0221,0.0221,254.1,0.50,1.01
345,03.16.26 07:30:53 PM,0.0221,26.802,37.755,0.0221,0.0221,255.5,1.01,2.01
346,03.16.26 07:31:53 PM,0.0221,26.759,37.696,0.0221,0.0221,255.5,1.01,2.01
347,03.16.26 07:32:53 PM,0.0221,26.759,37.768,0.0221,0.0221,255.5,1.01,2.01
348,03.16.26 07:33:53 PM,0.0221,26.738,37.484,0.0221,0.0221,254.1,0.50,1.51
349,03.16.26 07:34:53 PM,0.0221,26.716,37.397,0.0221,0.0221,252.7,1.01,2.01
350,03.16.26 07:35:53 PM,0.0221,26.716,37.469,0.0221,0.0221,247.1,1.51,2.52
351,03.16.26 07:36:53 PM,0.0221,26.781,37.543,0.0221,0.0221,252.7,1.01,2.52
352,03.16.26 07:37:53 PM,0.0221,26.781,37.699,0.0221,0.0221,245.7,1.01,2.01
353,03.16.26 07:38:53 PM,0.0221,26.759,37.584,0.0221,0.0221,245.7,0.00,1.01
354,03.16.26 07:39:53 PM,0.0221,26.738,37.356,0.0221,0.0221,245.7,0.00,1.01
355,03.16.26 07:40:53 PM,0.0221,26.695,37.144,0.0221,0.0221,245.7,0.00,1.01
356,03.16.26 07:41:53 PM,0.0221,26.716,37.746,0.0221,0.0221,245.7,0.00,1.01
357,03.16.26 07:42:53 PM,0.0221,26.631,37.896,0.0221,0.0221,245.7,0.50,1.01
358,03.16.26 07:43:53 PM,0.0221,26.588,37.919,0.0221,0.0221,245.7,0.50,1.51
359,03.16.26 07:44:53 PM,0.0221,26.566,37.549,0.0214,0.0214,245.7,1.01,1.51
360,03.16.26 07:45:53 PM,0.0214,26.566,37.639,0.0214,0.0214,245.7,0.50,1.51
361,03.16.26 07:46:53 PM,0.0221,26.652,37.754,0.0214,0.0214,245.7,0.00,1.01
362,03.16.26 07:47:53 PM,0.0221,26.652,37.755,0.0214,0.0214,245.7,0.00,0.00
363,03.16.26 07:48:53 PM,0.0221,26.631,37.627,0.0214,0.0214,245.7,0.00,0.00
364,03.16.26 07:49:53 PM,0.0221,26.609,37.751,0.0214,0.0214,245.7,0.00,0.00
365,03.16.26 07:50:53 PM,0.0221,26.545,37.832,0.0214,0.0214,245.7,0.00,0.00
366,03.16.26 07:51:53 PM,0.0221,26.480,37.838,0.0214,0.0214,245.7,0.00,0.00
367,03.16.26 07:52:53 PM,0.0221,26.437,37.682,0.0214,0.0214,245.7,0.00,0.00
368,03.16.26 07:53:53 PM,0.0214,26.395,37.545,0.0214,0.0214,245.7,0.00,0.00
369,03.16.26 07:54:53 PM,0.0214,26.352,37.742,0.0214,0.0214,245.7,0.00,0.50
370,03.16.26 07:55:53 PM,0.0214,26.287,38.202,0.0214,0.0214,245.7,0.00,0.50
371,03.16.26 07:56:53 PM,0.0214,26.287,38.344,0.0214,0.0214,245.7,0.00,0.00
372,03.16.26 07:57:53 PM,0.0221,26.287,37.975,0.0214,0.0214,245.7,0.00,0.00
373,03.16.26 07:58:53 PM,0.0221,26.287,38.030,0.0214,0.0214,245.7,0.00,0.00
374,03.16.26 07:59:53 PM,0.0221,26.223,38.056,0.0214,0.0214,245.7,0.00,1.51
375,03.16.26 08:00:53 PM,0.0221,26.309,38.062,0.0214,0.0214,245.7,0.00,1.51
376,03.16.26 08:01:53 PM,0.0221,26.309,38.103,0.0214,0.0214,245.7,0.00,0.00
377,03.16.26 08:02:53 PM,0.0214,26.373,38.024,0.0214,0.0214,245.7,0.00,1.01
378,03.16.26 08:03:53 PM,0.0214,26.459,37.833,0.0214,0.0214,247.1,0.00,1.01
379,03.16.26 08:04:53 PM,0.0214,26.523,37.713,0.0214,0.0214,247.1,0.00,0.50
380,03.16.26 08:05:53 PM,0.0221,26.566,37.520,0.0214,0.0214,247.1,0.00,0.50
381,03.16.26 08:06:53 PM,0.0214,26.631,37.427,0.0214,0.0214,247.1,0.00,1.01
382,03.16.26 08:07:53 PM,0.0214,26.631,37.443,0.0206,0.0206,247.1,0.00,0.00
383,03.16.26 08:08:53 PM,0.0214,26.609,37.498,0.0206,0.0206,247.1,0.00,0.50
384,03.16.26 08:09:53 PM,0.0214,26.609,37.424,0.0214,0.0214,247.1,0.00,0.00
385,03.16.26 08:10:53 PM,0.0214,26.545,37.507,0.0206,0.0206,247.1,0.00,0.00
386,03.16.26 08:11:53 PM,0.0214,26.523,37.379,0.0206,0.0206,247.1,0.00,0.00
387,03.16.26 08:12:53 PM,0.0214,26.502,37.186,0.0206,0.0206,247.1,0.00,0.00
388,03.16.26 08:13:53 PM,0.0214,26.373,37.563,0.0206,0.0206,247.1,0.00,0.00
389,03.16.26 08:14:53 PM,0.0214,26.330,37.696,0.0206,0.0206,247.1,0.00,0.00
390,03.16.26 08:15:53 PM,0.0214,26.244,38.056,0.0206,0.0206,247.1,0.00,0.00
391,03.16.26 08:16:53 PM,0.0214,26.137,37.295,0.0206,0.0206,247.1,0.00,1.01
392,03.16.26 08:17:53 PM,0.0214,26.073,38.505,0.0206,0.0206,247.1,0.50,1.01
393,03.16.26 08:18:53 PM,0.0214,26.116,38.212,0.0206,0.0206,247.1,0.00,1.01
394,03.16.26 08:19:53 PM,0.0214,26.094,38.222,0.0206,0.0206,247.1,0.00,0.50
395,03.16.26 08:20:53 PM,0.0214,26.051,38.193,0.0206,0.0206,247.1,0.00,0.00
396,03.16.26 08:21:53 PM,0.0214,25.987,37.902,0.0206,0.0206,247.1,0.00,0.50
397,03.16.26 08:22:53 PM,0.0214,25.966,38.834,0.0206,0.0206,247.1,0.50,1.51
398,03.16.26 08:23:53 PM,0.0214,26.030,38.500,0.0206,0.0206,248.5,0.50,1.01
399,03.16.26 08:24:53 PM,0.0214,26.051,38.332,0.0206,0.0206,248.5,0.00,0.50
400,03.16.26 08:25:53 PM,0.0214,26.073,37.951,0.0206,0.0206,248.5,0.00,0.00
401,03.16.26 08:26:53 PM,0.0214,26.073,38.349,0.0206,0.0206,248.5,0.00,0.00
402,03.16.26 08:27:53 PM,0.0214,26.094,38.381,0.0206,0.0206,248.5,0.00,0.00
403,03.16.26 08:28:53 PM,0.0214,26.159,38.317,0.0206,0.0206,248.5,0.00,0.00
404,03.16.26 08:29:53 PM,0.0214,26.180,38.344,0.0206,0.0206,248.5,0.00,0.00
405,03.16.26 08:30:53 PM,0.0214,26.159,38.276,0.0206,0.0206,248.5,0.00,0.00
406,03.16.26 08:31:53 PM,0.0206,26.137,37.678,0.0206,0.0206,248.5,0.00,0.00
407,03.16.26 08:32:53 PM,0.0214,26.051,37.626,0.0206,0.0206,248.5,0.00,0.00
408,03.16.26 08:33:53 PM,0.0214,25.923,38.010,0.0206,0.0206,248.5,0.00,0.00
409,03.16.26 08:34:53 PM,0.0206,25.858,38.340,0.0206,0.0206,248.5,0.00,0.00
410,03.16.26 08:35:53 PM,0.0206,25.794,38.138,0.0206,0.0206,248.5,0.00,0.00
411,03.16.26 08:36:53 PM,0.0214,25.816,38.747,0.0206,0.0206,248.5,0.00,0.50
412,03.16.26 08:37:53 PM,0.0206,25.901,38.671,0.0199,0.0199,248.5,0.00,0.00
413,03.16.26 08:38:53 PM,0.0214,25.901,37.687,0.0199,0.0199,248.5,0.00,0.00
414,03.16.26 08:39:53 PM,0.0206,25.966,38.376,0.0199,0.0199,248.5,0.00,0.00
415,03.16.26 08:40:53 PM,0.0214,25.944,38.126,0.0206,0.0206,248.5,0.00,0.00
416,03.16.26 08:41:53 PM,0.0206,25.858,37.324,0.0206,0.0206,248.5,0.00,0.00
417,03.16.26 08:42:53 PM,0.0214,25.708,37.465,0.0199,0.0199,248.5,0.00,0.00
418,03.16.26 08:43:53 PM,0.0214,25.580,37.423,0.0199,0.0199,248.5,0.00,0.00
419,03.16.26 08:44:53 PM,0.0206,25.472,38.296,0.0199,0.0199,248.5,0.00,0.00
420,03.16.26 08:45:53 PM,0.0206,25.322,39.004,0.0199,0.0199,248.5,0.00,0.00
421,03.16.26 08:46:53 PM,0.0206,25.236,38.950,0.0199,0.0199,248.5,0.00,0.50
422,03.16.26 08:47:53 PM,0.0206,25.172,38.891,0.0199,0.0199,248.5,0.00,0.00
423,03.16.26 08:48:53 PM,0.0206,25.172,38.692,0.0199,0.0199,248.5,0.00,0.00
424,03.16.26 08:49:53 PM,0.0206,25.043,39.004,0.0199,0.0199,248.5,0.00,0.00
425,03.16.26 08:50:53 PM,0.0206,24.958,39.321,0.0199,0.0199,248.5,0.00,0.00
426,03.16.26 08:51:53 PM,0.0206,24.936,39.609,0.0199,0.0199,248.5,0.00,0.00
427,03.16.26 08:52:53 PM,0.0206,24.893,39.619,0.0199,0.0199,248.5,0.00,0.00
428,03.16.26 08:53:53 PM,0.0206,24.829,39.893,0.0199,0.0199,248.5,0.00,0.00
429,03.16.26 08:54:53 PM,0.0206,24.722,40.519,0.0199,0.0199,248.5,0.00,0.00
430,03.16.26 08:55:53 PM,0.0206,24.679,40.459,0.0199,0.0199,248.5,0.00,0.00
431,03.16.26 08:56:53 PM,0.0206,24.657,40.529,0.0199,0.0199,248.5,0.00,0.00
432,03.16.26 08:57:53 PM,0.0206,24.722,40.214,0.0199,0.0199,248.5,0.00,0.00
433,03.16.26 08:58:53 PM,0.0206,24.872,40.720,0.0199,0.0199,248.5,0.00,0.50
434,03.16.26 08:59:53 PM,0.0206,25.000,39.728,0.0199,0.0199,248.5,0.00,0.50
435,03.16.26 09:00:53 PM,0.0206,25.000,39.376,0.0199,0.0199,248.5,0.00,0.00
436,03.16.26 09:01:53 PM,0.0206,24.958,38.538,0.0199,0.0199,248.5,0.00,0.00
437,03.16.26 09:02:53 PM,0.0206,24.915,39.834,0.0192,0.0192,248.5,0.00,0.00
438,03.16.26 09:03:53 PM,0.0206,24.872,39.083,0.0199,0.0199,248.5,0.00,0.00
439,03.16.26 09:04:53 PM,0.0206,24.765,39.933,0.0199,0.0199,248.5,0.00,0.50
440,03.16.26 09:05:53 PM,0.0206,24.743,40.140,0.0199,0.0199,248.5,0.00,0.00
441,03.16.26 09:06:53 PM,0.0206,24.765,40.116,0.0192,0.0192,248.5,0.00,0.00
442,03.16.26 09:07:53 PM,0.0206,24.765,40.212,0.0199,0.0199,248.5,0.00,0.00
443,03.16.26 09:08:53 PM,0.0206,24.700,40.278,0.0192,0.0192,248.5,0.00,0.00
444,03.16.26 09:09:53 PM,0.0206,24.614,40.414,0.0192,0.0192,248.5,0.00,0.00
445,03.16.26 09:10:53 PM,0.0206,24.572,40.560,0.0192,0.0192,248.5,0.00,0.00
446,03.16.26 09:11:53 PM,0.0199,24.572,41.091,0.0192,0.0192,248.5,0.00,0.00
447,03.16.26 09:12:53 PM,0.0206,24.550,41.175,0.0192,0.0192,248.5,0.00,0.00
448,03.16.26 09:13:53 PM,0.0199,24.550,41.265,0.0192,0.0192,248.5,0.00,0.00
449,03.16.26 09:14:53 PM,0.0206,24.636,40.154,0.0192,0.0192,248.5,0.00,0.00
450,03.16.26 09:15:53 PM,0.0199,24.657,40.848,0.0192,0.0192,248.5,0.00,0.00
451,03.16.26 09:16:53 PM,0.0199,24.722,39.843,0.0192,0.0192,248.5,0.00,0.50
452,03.16.26 09:17:53 PM,0.0206,24.743,40.383,0.0192,0.0192,248.5,0.50,1.01
453,03.16.26 09:18:53 PM,0.0199,24.872,39.760,0.0192,0.0192,248.5,0.00,0.50
454,03.16.26 09:19:53 PM,0.0199,24.850,38.802,0.0192,0.0192,248.5,0.00,0.00
455,03.16.26 09:20:53 PM,0.0199,24.829,40.136,0.0192,0.0192,248.5,0.00,0.00
456,03.16.26 09:21:53 PM,0.0199,24.722,38.378,0.0192,0.0192,248.5,0.00,0.00
457,03.16.26 09:22:53 PM,0.0199,24.572,38.676,0.0192,0.0192,248.5,0.00,0.00
458,03.16.26 09:23:53 PM,0.0199,24.464,39.562,0.0192,0.0192,248.5,0.00,0.00
459,03.16.26 09:24:53 PM,0.0199,24.357,40.322,0.0192,0.0192,248.5,0.00,0.00
460,03.16.26 09:25:53 PM,0.0199,24.357,40.575,0.0192,0.0192,248.5,0.00,1.01
461,03.16.26 09:26:53 PM,0.0199,24.529,41.453,0.0192,0.0192,251.3,1.01,1.51
462,03.16.26 09:27:53 PM,0.0199,24.829,40.757,0.0192,0.0192,335.5,1.01,1.51
463,03.16.26 09:28:53 PM,0.0199,25.043,40.386,0.0192,0.0192,342.6,1.01,1.51
464,03.16.26 09:29:53 PM,0.0199,25.215,40.008,0.0192,0.0192,342.6,0.50,1.51
465,03.16.26 09:30:53 PM,0.0199,25.344,39.965,0.0192,0.0192,342.6,0.00,0.50
466,03.16.26 09:31:53 PM,0.0199,25.215,38.047,0.0192,0.0192,342.6,0.00,0.00
467,03.16.26 09:32:53 PM,0.0199,25.022,39.577,0.0192,0.0192,342.6,0.00,0.00
468,03.16.26 09:33:53 PM,0.0199,24.915,39.243,0.0192,0.0192,342.6,0.00,0.00
469,03.16.26 09:34:53 PM,0.0199,24.807,39.626,0.0192,0.0192,342.6,0.00,0.00
470,03.16.26 09:35:53 PM,0.0199,24.679,39.742,0.0184,0.0184,342.6,0.00,0.00
471,03.16.26 09:36:53 PM,0.0199,24.572,40.488,0.0184,0.0184,342.6,0.00,0.00
472,03.16.26 09:37:53 PM,0.0199,24.550,40.951,0.0184,0.0184,342.6,0.00,0.00
473,03.16.26 09:38:53 PM,0.0199,24.657,40.681,0.0184,0.0184,342.6,0.00,0.00
474,03.16.26 09:39:53 PM,0.0199,24.722,40.438,0.0184,0.0184,342.6,0.00,0.00
475,03.16.26 09:40:53 PM,0.0199,24.829,39.969,0.0184,0.0184,342.6,0.00,0.00
476,03.16.26 09:41:53 PM,0.0199,24.958,39.768,0.0184,0.0184,342.6,0.00,0.00
477,03.16.26 09:42:53 PM,0.0199,24.915,39.768,0.0184,0.0184,342.6,0.00,0.00
478,03.16.26 09:43:53 PM,0.0199,24.936,40.473,0.0184,0.0184,342.6,0.00,0.50
479,03.16.26 09:44:53 PM,0.0199,25.000,40.548,0.0184,0.0184,342.6,0.00,0.50
480,03.16.26 09:45:53 PM,0.0199,25.000,40.226,0.0184,0.0184,342.6,0.00,0.50
481,03.16.26 09:46:53 PM,0.0199,24.872,40.111,0.0184,0.0184,342.6,0.00,0.50
482,03.16.26 09:47:53 PM,0.0199,24.786,40.749,0.0184,0.0184,342.6,0.00,0.00
483,03.16.26 09:48:53 PM,0.0199,24.765,41.386,0.0184,0.0184,342.6,0.00,0.00
484,03.16.26 09:49:53 PM,0.0199,24.807,41.147,0.0184,0.0184,342.6,0.00,0.00
485,03.16.26 09:50:53 PM,0.0199,24.893,39.875,0.0184,0.0184,342.6,0.00,0.00
486,03.16.26 09:51:53 PM,0.0192,24.786,40.272,0.0184,0.0184,342.6,0.00,0.50
487,03.16.26 09:52:53 PM,0.0199,24.636,39.782,0.0184,0.0184,342.6,0.00,1.01
488,03.16.26 09:53:53 PM,0.0199,24.550,41.019,0.0184,0.0184,342.6,0.00,1.01
489,03.16.26 09:54:53 PM,0.0199,24.443,40.946,0.0184,0.0184,341.2,0.50,1.01
490,03.16.26 09:55:53 PM,0.0199,24.443,40.391,0.0184,0.0184,341.2,0.00,0.50
491,03.16.26 09:56:53 PM,0.0199,24.400,41.315,0.0184,0.0184,341.2,0.00,0.50
492,03.16.26 09:57:53 PM,0.0192,24.378,40.986,0.0184,0.0184,341.2,0.00,0.50
493,03.16.26 09:58:53 PM,0.0192,24.336,41.564,0.0184,0.0184,324.3,1.01,1.51
494,03.16.26 09:59:53 PM,0.0192,24.378,41.315,0.0184,0.0184,293.4,0.00,1.01
495,03.16.26 10:00:53 PM,0.0192,24.357,41.125,0.0184,0.0184,293.4,0.00,0.00
496,03.16.26 10:01:53 PM,0.0192,24.336,40.012,0.0184,0.0184,293.4,0.00,0.50
497,03.16.26 10:02:53 PM,0.0192,24.207,41.093,0.0184,0.0184,293.4,0.00,0.00
498,03.16.26 10:03:53 PM,0.0192,24.143,40.894,0.0177,0.0177,293.4,0.00,0.50
499,03.16.26 10:04:53 PM,0.0192,24.100,41.425,0.0184,0.0184,293.4,0.00,0.50
500,03.16.26 10:05:53 PM,0.0192,24.207,41.434,0.0184,0.0184,293.4,0.00,0.00
501,03.16.26 10:06:53 PM,0.0192,24.250,41.381,0.0184,0.0184,293.4,0.00,0.00
502,03.16.26 10:07:53 PM,0.0192,24.336,41.324,0.0177,0.0177,293.4,0.00,0.00
503,03.16.26 10:08:53 PM,0.0192,24.400,41.544,0.0177,0.0177,293.4,0.00,0.00
504,03.16.26 10:09:53 PM,0.0192,24.507,40.534,0.0177,0.0177,293.4,0.00,0.00
505,03.16.26 10:10:53 PM,0.0192,24.421,41.247,0.0184,0.0184,293.4,0.00,0.50
506,03.16.26 10:11:53 PM,0.0192,24.400,41.340,0.0177,0.0177,293.4,0.00,0.50
507,03.16.26 10:12:53 PM,0.0192,24.421,41.782,0.0177,0.0177,293.4,0.00,0.00
508,03.16.26 10:13:53 PM,0.0192,24.443,41.741,0.0177,0.0177,293.4,0.00,0.00
509,03.16.26 10:14:53 PM,0.0192,24.400,41.427,0.0177,0.0177,293.4,0.00,0.50
510,03.16.26 10:15:53 PM,0.0192,24.400,41.381,0.0177,0.0177,293.4,0.00,1.01
511,03.16.26 10:16:53 PM,0.0192,24.357,41.704,0.0177,0.0177,293.4,0.00,0.50
512,03.16.26 10:17:53 PM,0.0192,24.378,41.532,0.0177,0.0177,293.4,0.00,0.50
513,03.16.26 10:18:53 PM,0.0192,24.293,41.601,0.0177,0.0177,293.4,0.50,1.01
514,03.16.26 10:19:53 PM,0.0192,24.250,41.453,0.0177,0.0177,293.4,0.00,1.01
515,03.16.26 10:20:53 PM,0.0192,24.293,42.199,0.0177,0.0177,293.4,0.00,0.50
516,03.16.26 10:21:53 PM,0.0192,24.336,41.976,0.0177,0.0177,293.4,0.00,0.00
517,03.16.26 10:22:53 PM,0.0192,24.378,41.466,0.0177,0.0177,293.4,0.00,0.00
518,03.16.26 10:23:53 PM,0.0192,24.421,41.709,0.0177,0.0177,293.4,0.00,0.00
519,03.16.26 10:24:53 PM,0.0192,24.464,40.731,0.0177,0.0177,293.4,0.00,0.00
520,03.16.26 10:25:53 PM,0.0192,24.357,40.890,0.0177,0.0177,293.4,0.00,0.00
